id,price,flooring,available_units,towers,construction,ownership,emi,bed,bath,parking,area,costpersqft,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,price_category,overlooking,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km
cardid73139779,3.6,,,,new construction,co-operative society,1.62,3.0,3.0,,1200.0,30000.0,2.0,15.0,,1.0,,,,,,unfurnished,navi mumbai,,resale,ready to move,,north - west,realestateagent,3.00 - 3.99,garden/park,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72976661,1.3,"ceramic tiles, granite, marble, vitrified",2300.0,11.0,less than 5 years,co-operative society,0.59,2.0,2.0,1.0,452.0,28761.0,37.0,40.0,3.0,,19.1341354387679,72.9249978851096,15.0,runwal group,runwal forests,semi-furnished,mumbai,maharashtra nagar kanjurmarg west,resale,ready to move,"puja, study, store, servant",west,realestateagent,1.00 - 1.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73128651,4.22,vitrified,194.0,1.0,new construction,co-operative society,1.9,3.0,4.0,2.0,1272.0,33176.0,16.0,22.0,2.0,1.0,19.2567151019289,72.8506375105369,3.0,rustomjee,rustomjee reserve,unfurnished,mumbai,dahisar west,new property,ready to move,none of these,east,realestateagent,4.00 - 4.99,main road,8.15,0.2,1,17.5,17.5,0,0.8,0.8,1,13.2,13.2,0,,,0,,,0,0.8,9.9125,0.2,7.925,2
cardid70525623,1.7,vitrified,,,new construction,freehold,0.77,2.0,2.0,1.0,750.0,22667.0,5.0,8.0,1.0,2.0,19.18877,72.97044,,,,unfurnished,thane,naupada,new property,ready to move,none of these,east,realestateagent,1.00 - 1.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72761881,2.8,vitrified,,,new construction,freehold,1.26,2.0,2.0,1.0,813.0,34440.0,3.0,10.0,2.0,,19.0611629486084,72.89484405517578,,,,unfurnished,mumbai,chembur east,resale,ready to move,none of these,east,realestateagent,2.00 - 2.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid69363873,4.75,vitrified,,,10 to 15 years,,2.14,3.0,3.0,,960.0,49479.0,6.0,7.0,1.0,,19.10498046875,72.84075927734375,,,,semi-furnished,mumbai,vile parle west,resale,ready to move,puja,east,person,4.00 - 4.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid45243645,0.34,"vitrified, normal tiles/kotah stone",,,5 to 10 years,freehold,0.15,1.0,1.0,1.0,310.0,10968.0,,,1.0,,18.98380470275879,73.09197235107422,,,,semi-furnished,navi mumbai,cbd belapur,resale,ready to move,,east,person,0.00 - 0.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70293977,1.35,ceramic tiles,,,less than 5 years,freehold,0.61,2.0,2.0,1.0,672.0,20089.0,-2.0,30.0,2.0,,19.2321621,72.9873688,40.0,lodha group,lodha amara,furnished,thane,kolshet road,resale,ready to move,,north - east,person,1.00 - 1.99,garden/park,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,,,0,,,0,1.525,1.8324999999999998,0.4,0.55,6
cardid73123727,1.42,"ceramic tiles, marble, mosaic, vitrified",,28.0,5 to 10 years,freehold,0.64,3.0,3.0,2.0,1110.0,12793.0,11.0,27.0,,,19.2516923732421,72.9728195264109,40.0,lodha group,lodha splendora,unfurnished,thane,ghodbunder road,resale,ready to move,none of these,north - east,realestateagent,1.00 - 1.99,garden/park,2.675,2.0,2,,,0,4.04,2.0,1,4.15,1.8,1,,,0,,,0,2.675,3.6216666666666666,1.8,1.9333333333333333,4
cardid71843907,1.1,,,,new construction,freehold,0.5,1.0,1.0,,424.0,25943.0,8.0,22.0,,,19.175294876098633,72.95611572265625,,,,unfurnished,mumbai,mulund west,resale,ready to move,,north - east,person,1.00 - 1.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71955271,3.5,vitrified,,1.0,under construction,freehold,1.58,3.0,4.0,1.0,1240.0,28226.0,13.0,21.0,3.0,,19.2310071796616,72.8523989794128,,ajmera cityscapes,ajmera manor,unfurnished,mumbai,borivali west,new property,under construction,"puja, store",east,realestateagent,3.00 - 3.99,"garden/park, main road",,,0,,,0,0.5666666666666667,0.3,3,,,0,5.8,0.6,1,,,0,0.5666666666666667,3.183333333333333,0.3,0.44999999999999996,4
cardid69762249,0.7659999999999999,vitrified,114.0,1.0,under construction,freehold,0.35,1.0,2.0,1.0,394.0,19442.0,10.0,31.0,4.0,,19.1940346300819,72.8257561606587,,dotom realty,sapphire dotom isle,semi-furnished,mumbai,malad west,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road, pool",4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid71251911,6.5,"marble, wooden",361.0,8.0,new construction,freehold,2.93,4.0,4.0,3.0,1346.0,48291.0,23.0,62.0,5.0,,19.2272619069866,72.8634397272398,27.0,oberoi realty ltd.,oberoi sky city,unfurnished,mumbai,borivali east,new property,ready to move,"puja, servant",west,realestateagent,6.00 - 6.99,"garden/park, main road",4.866666666666666,1.4,1,3.0667000000000004,0.0001,2,4.0,2.0,1,7.0,5.7,0,1.633333333333333,0.7,2,,,0,1.633333333333333,4.113339999999999,0.0001,1.96002,6
cardid72941341,1.35,vitrified,120.0,1.0,5 to 10 years,co-operative society,0.61,1.0,1.0,,550.0,24545.0,8.0,10.0,2.0,2.0,19.1848724519187,72.8629697025013,2.0,k. raheja realty,raheja residency,unfurnished,mumbai,malad east,resale,ready to move,store,north - east,realestateagent,1.00 - 1.99,"garden/park, main road",1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,2.7,0.9,3,0.9,0.9,2,0.9,1.8546666666666667,0.6,0.82,14
cardid72678171,2.81,vitrified,,,new construction,co-operative society,1.27,2.0,2.0,,779.0,36072.0,19.0,22.0,,1.0,19.138439178466797,72.81218719482422,,,,unfurnished,mumbai,versova andheri west,new property,ready to move,puja,east,realestateagent,2.00 - 2.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70851383,2.7,vitrified,,,new construction,freehold,1.22,3.0,3.0,2.0,912.0,29605.0,21.0,55.0,6.0,,19.171186447143555,72.93956756591797,,,,unfurnished,mumbai,mulund west,resale,ready to move,,west,realestateagent,2.00 - 2.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72101273,0.68,vitrified,,,less than 5 years,freehold,0.31,1.0,1.0,1.0,472.0,14407.0,10.0,28.0,3.0,1.0,19.2321621,72.9873688,40.0,lodha group,lodha amara,semi-furnished,thane,kolshet,resale,ready to move,none of these,north - east,realestateagent,0.00 - 0.99,"garden/park, main road",2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,,,0,,,0,1.525,1.8324999999999998,0.4,0.55,6
cardid72519479,8.0,"vitrified, marble",,,above 20 years,freehold,3.61,3.0,4.0,,1300.0,61538.0,4.0,10.0,,1.0,18.9514384332214,72.8027312010285,,,,furnished,mumbai,walkeshwar,resale,ready to move,"puja, store, study, servant",north,realestateagent,8.00 - 8.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71705607,6.25,"ceramic tiles, granite, marble, marbonite, mosaic, normal tiles/kotah stone, vitrified, wooden",,,above 20 years,co-operative society,2.82,2.0,2.0,1.0,1250.0,50000.0,11.0,20.0,3.0,1.0,18.9178,72.82367,,,,furnished,mumbai,machimar nagar,resale,ready to move,servant,south - east,realestateagent,6.00 - 6.99,garden/park,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71146977,2.9,marble,,,5 to 10 years,co-operative society,1.31,3.0,3.0,2.0,1100.0,26364.0,1.0,10.0,2.0,5.0,19.07746124267578,72.88484954833984,,,,semi-furnished,mumbai,kurla west,resale,ready to move,store,west,realestateagent,2.00 - 2.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72658925,4.95,,,,new construction,freehold,2.23,3.0,4.0,,1451.0,34114.0,49.0,66.0,6.0,1.0,19.17381477355957,72.93984985351562,,,,unfurnished,mumbai,mulund west,resale,ready to move,servant,north - east,realestateagent,4.00 - 4.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70664525,1.7,,1021.0,5.0,new construction,leasehold,0.77,1.0,1.0,,380.0,44737.0,19.0,23.0,,,19.1196773,72.9050809,1.0,hiranandani group,hiranandani regent hill,semi-furnished,mumbai,powai,resale,ready to move,,east,realestateagent,1.00 - 1.99,garden/park,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid66113275,2.3,"mosaic, vitrified, ceramic tiles, marble, normal tiles/kotah stone, granite, marbonite",,,less than 5 years,freehold,1.04,2.0,2.0,,740.0,31081.0,,,2.0,1.0,19.049480438232422,72.88910675048828,,,,semi-furnished,mumbai,chembur,resale,ready to move,,east,realestateagent,2.00 - 2.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72678457,0.12,,,,10 to 15 years,,0.05,1.0,1.0,,380.0,3158.0,3.0,5.0,,,,,,,,unfurnished,thane,,resale,ready to move,,,person,0.00 - 0.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71080031,2.72,"ceramic tiles, marble, wooden",,,new construction,freehold,1.23,3.0,3.0,1.0,885.0,30734.0,-2.0,12.0,2.0,,19.11043215,72.86894993,,,,unfurnished,mumbai,ajit nagar,resale,ready to move,store,north,realestateagent,2.00 - 2.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72457719,1.6,,1021.0,5.0,new construction,freehold,0.72,1.0,2.0,,380.0,42105.0,10.0,23.0,,,19.1196773,72.9050809,1.0,hiranandani group,hiranandani regent hill,semi-furnished,mumbai,powai,resale,ready to move,"study, servant",east,realestateagent,1.00 - 1.99,garden/park,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid72892413,2.25,vitrified,400.0,2.0,less than 5 years,freehold,1.01,2.0,2.0,1.0,770.0,29221.0,9.0,15.0,3.0,4.0,19.0134923674099,73.0176711021806,40.0,l&t realty,l and t realty seawoods west square,unfurnished,navi mumbai,sector 34 seawoods,resale,ready to move,none of these,east,realestateagent,2.00 - 2.99,garden/park,1.1,0.8,5,1.0,1.0,4,2.38,0.7,3,,,0,,,0,,,0,1.0,1.4933333333333334,0.7,0.8333333333333334,12
cardid73028057,3.05,vitrified,,,5 to 10 years,co-operative society,1.38,3.0,2.0,1.0,998.0,30561.0,11.0,18.0,2.0,,19.22856338,72.84325404,,,,semi-furnished,mumbai,vazira,resale,ready to move,none of these,north - east,realestateagent,3.00 - 3.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71657599,3.99,"vitrified, marble",167.0,7.0,new construction,freehold,1.8,4.0,4.0,,1200.0,33250.0,8.0,24.0,,,19.1196773,72.9050809,8.0,kanakia spaces realty pvt. ltd.,kanakia silicon valley,unfurnished,mumbai,powai,new property,ready to move,puja,east,realestateagent,3.00 - 3.99,"garden/park, main road, pool",54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid72118605,3.3,vitrified,432.0,3.0,less than 5 years,co-operative society,1.49,3.0,3.0,2.0,1088.0,30331.0,16.0,37.0,3.0,5.0,19.1629924,72.8393019,4.0,sunteck realty ltd.,sunteck city avenue 1,semi-furnished,mumbai,goregaon west,resale,ready to move,none of these,east,realestateagent,3.00 - 3.99,main road,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,0.3,0.1,3,,,0,0.3,4.121333333333333,0.1,2.0199999999999996,10
cardid70768649,0.55,vitrified,,,less than 5 years,freehold,0.25,1.0,1.0,1.0,350.0,15714.0,,,1.0,2.0,19.014101028442383,73.08717346191406,,,,unfurnished,navi mumbai,kamothe,resale,ready to move,,east,realestateagent,0.00 - 0.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72550429,1.3,vitrified,,,new construction,freehold,0.59,2.0,2.0,,557.0,23339.0,,,2.0,,19.20568084716797,72.8320083618164,,,,furnished,mumbai,babrekar nagar kandivali west,resale,ready to move,,east,person,1.00 - 1.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73113339,1.05,,,,5 to 10 years,,0.47,2.0,1.0,,430.0,24419.0,5.0,8.0,,,19.244417190551758,72.86132049560547,,,,furnished,mumbai,parbat nagar,resale,ready to move,,,person,1.00 - 1.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72161665,3.5,ceramic tiles,,,above 20 years,co-operative society,1.58,2.0,1.0,,800.0,43750.0,1.0,3.0,,1.0,19.1147412,72.83509685,,,,furnished,mumbai,juhu scheme,resale,ready to move,study,east,person,3.00 - 3.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72368093,6.66,marble,361.0,8.0,new construction,freehold,3.0,4.0,4.0,3.0,2100.0,31714.0,19.0,62.0,5.0,,19.2272619069866,72.8634397272398,27.0,oberoi realty ltd.,oberoi sky city,unfurnished,mumbai,borivali east,resale,ready to move,,east,person,6.00 - 6.99,pool,4.866666666666666,1.4,1,3.0667000000000004,0.0001,2,4.0,2.0,1,7.0,5.7,0,1.633333333333333,0.7,2,,,0,1.633333333333333,4.113339999999999,0.0001,1.96002,6
cardid70948337,0.73,vitrified,,,,freehold,0.33,2.0,1.0,1.0,484.0,15083.0,24.0,31.0,,,19.2321621,72.9873688,40.0,lodha group,lodha amara,semi-furnished,thane,kolshet road,resale,ready to move,"study, store",east,person,0.00 - 0.99,garden/park,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,,,0,,,0,1.525,1.8324999999999998,0.4,0.55,6
cardid70715481,1.65,ceramic tiles,,,15 to 20 years,co-operative society,0.74,1.0,2.0,15.0,460.0,35870.0,2.0,7.0,2.0,,19.2224292956989,72.8591617598146,,,,semi-furnished,mumbai,dattapada,resale,ready to move,,south,person,1.00 - 1.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70549055,0.27,,,,under construction,,0.12,1.0,1.0,,320.0,8438.0,2.0,11.0,,2.0,19.701988220214844,72.77473449707031,,,,unfurnished,palghar,palghar,resale,under construction,,,person,0.00 - 0.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid64478837,0.72,,,,less than 5 years,,0.32,1.0,2.0,,400.0,18000.0,4.0,7.0,,1.0,19.149901,72.931134,,,,unfurnished,mumbai,bhandup west,resale,ready to move,,,person,0.00 - 0.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73095847,3.9,,389.0,2.0,under construction,freehold,1.76,3.0,3.0,,1012.0,38538.0,13.0,30.0,,,19.2050017,72.8692711,2.0,kalpataru ltd.,kalpataru vienta,unfurnished,mumbai,kandivali east,resale,under construction,puja,west,person,3.00 - 3.99,garden/park,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,,,0,,,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5
cardid71369331,0.365,"mosaic, marble",,,above 20 years,freehold,0.16,1.0,1.0,,400.0,9125.0,0.0,3.0,,,19.374582290649414,72.8076400756836,,,,unfurnished,palghar,vasai west,resale,ready to move,,north - east,person,0.00 - 0.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid21002572,2.8,"vitrified, wooden",,,5 to 10 years,co-operative society,1.26,1.0,2.0,,700.0,40000.0,3.0,17.0,,,19.016666412353516,72.81666564941406,,,,furnished,mumbai,worli,resale,ready to move,,,person,2.00 - 2.99,garden/park,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72190797,0.4,marble,,,5 to 10 years,co-operative society,0.18,1.0,1.0,,500.0,8000.0,0.0,4.0,,,19.01979644,73.09603867,,,,semi-furnished,navi mumbai,sector 9 kamothe,resale,ready to move,none of these,east,person,0.00 - 0.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72660247,0.47,,,,under construction,co-operative society,0.21,1.0,2.0,1.0,485.0,9691.0,10.0,23.0,,1.0,19.39142608642578,72.82858276367188,,,,unfurnished,palghar,vasai,new property,under construction,,east,person,0.00 - 0.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72122877,17.0,marble,720.0,3.0,new construction,freehold,7.67,5.0,5.0,2.0,3045.0,55829.0,18.0,64.0,4.0,1.0,19.0158585103406,72.8295254470428,6.0,rustomjee,rustomjee crown,semi-furnished,mumbai,prabhadevi,resale,ready to move,servant,west,realestateagent,15.00 - 20.00,main road,11.833333333333334,0.5,1,16.2,16.2,0,6.3,0.2,3,10.133366666666666,0.0001,1,,,0,,,0,6.3,11.116674999999999,0.0001,4.225025,5
cardid72385977,2.7,"vitrified, marble, granite",,,10 to 15 years,co-operative society,1.22,3.0,3.0,2.0,900.0,30000.0,6.0,6.0,1.0,2.0,19.090517044067383,72.89801788330078,,,,semi-furnished,mumbai,chembur,resale,ready to move,"puja, store",east,person,2.00 - 2.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73163265,3.39,"ceramic tiles, vitrified",350.0,2.0,under construction,freehold,1.53,2.0,2.0,1.0,750.0,45333.0,19.0,27.0,2.0,,19.0388120275329,72.8419652875755,2.0,l&t realty,island cove,semi-furnished,mumbai,mahim,new property,under construction,puja,east,realestateagent,3.00 - 3.99,main road,2.4333333333333336,0.4,1,1.3333333333333333,0.5,2,4.65,2.1,0,4.033333333333333,3.5,0,0.8,0.8,1,,,0,0.8,2.6500000000000004,0.4,1.46,4
cardid55854373,10.3,"marble, wooden",1200.0,3.0,under construction,freehold,4.65,4.0,6.0,3.0,2552.0,40360.0,20.0,63.0,9.0,1.0,18.9865617867147,72.8182867539311,4.0,piramal realty,piramal mahalaxmi,furnished,mumbai,mahalakshmi,new property,under construction,servant,north - east,realestateagent,10.00 - 14.99,"garden/park, main road, pool",2.1666666666666665,0.7,1,1.8,0.7,4,0.8500000000000001,0.6,2,2.02,1.1,3,,,0,,,0,0.8500000000000001,1.7091666666666665,0.6,0.775,10
cardid69506103,2.25,ceramic tiles,103.0,2.0,under construction,freehold,1.01,2.0,2.0,1.0,664.0,33886.0,9.0,16.0,2.0,1.0,19.062055421515,72.8541362644682,,tristar developers,bc corp arista,unfurnished,mumbai,bandra east,new property,under construction,none of these,east,realestateagent,2.00 - 2.99,"garden/park, main road",0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,0.7,0.7,1,,,0,0.7,1.802,0.1,0.74,13
cardid72018557,2.35,"granite, vitrified",500.0,6.0,under construction,freehold,1.06,2.0,2.0,1.0,766.0,30679.0,47.0,52.0,9.0,1.0,19.2050017,72.8692711,18.0,godrej properties,godrej reserve,unfurnished,mumbai,kandivali east,new property,under construction,none of these,north - east,realestateagent,2.00 - 2.99,"garden/park, main road",2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,,,0,,,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5
cardid70994435,2.99,vitrified,,,under construction,freehold,1.35,3.0,3.0,2.0,1265.0,23691.0,10.0,14.0,2.0,3.0,19.018970489501953,73.03923797607422,,,,unfurnished,navi mumbai,cbd belapur,new property,under construction,none of these,west,realestateagent,2.00 - 2.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73107569,2.14,"vitrified, wooden",,,new construction,freehold,0.97,2.0,2.0,1.0,810.0,26420.0,11.0,22.0,3.0,,19.1562110822264,72.8758090633208,,,,unfurnished,mumbai,goregaon east,resale,ready to move,store,east,realestateagent,2.00 - 2.99,garden/park,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72961307,1.17,vitrified,,,under construction,freehold,0.53,1.0,2.0,1.0,445.0,26292.0,15.0,22.0,4.0,,19.1169810025439,72.8801253056097,,,,semi-furnished,mumbai,marol,resale,under construction,study,north - east,realestateagent,1.00 - 1.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70384265,1.39,"granite, vitrified",125.0,1.0,under construction,freehold,0.63,2.0,2.0,1.0,738.0,18835.0,27.0,36.0,2.0,1.0,19.1889733,72.8220064,1.0,liberty group,bay vue,unfurnished,mumbai,malad west,new property,under construction,puja,east,realestateagent,1.00 - 1.99,"garden/park, main road",4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid70694131,0.69,vitrified,,,10 to 15 years,co-operative society,0.31,1.0,1.0,1.0,450.0,15333.0,3.0,12.0,2.0,,19.232162475585938,72.98736572265625,,,,unfurnished,thane,kolshet road,resale,ready to move,none of these,south -west,realestateagent,0.00 - 0.99,garden/park,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71468839,0.74,"ceramic tiles, marble, marbonite",300.0,2.0,under construction,freehold,0.33,2.0,2.0,1.0,582.0,12715.0,18.0,34.0,3.0,2.0,19.0656721198219,73.05961185164,2.0,metro group and satyam developers,regents park,unfurnished,navi mumbai,kharghar,new property,under construction,none of these,north,realestateagent,0.00 - 0.99,main road,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid70562221,0.87,"ceramic tiles, granite, marble, normal tiles/kotah stone",,,under construction,freehold,0.39,1.0,2.0,1.0,418.0,20813.0,12.0,22.0,3.0,,19.104650497436523,72.9317855834961,,,,unfurnished,mumbai,vikhroli east,new property,under construction,store,east,realestateagent,0.00 - 0.99,garden/park,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid69534727,2.08,granite,,,under construction,freehold,0.94,2.0,2.0,1.0,685.0,30365.0,12.0,20.0,1.0,,19.1630916595459,72.83980560302734,,,,unfurnished,mumbai,goregaon west,new property,under construction,store,east,realestateagent,2.00 - 2.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid67829271,13.5,,173.0,2.0,less than 5 years,freehold,6.09,4.0,5.0,,1925.0,70130.0,8.0,22.0,,2.0,19.062055421515,72.8541362644682,0.2617,rustomjee,rustomjee seasons,semi-furnished,mumbai,bandra east,resale,ready to move,"puja, store, study, servant",east,realestateagent,10.00 - 14.99,"garden/park, main road, pool",0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,0.7,0.7,1,,,0,0.7,1.802,0.1,0.74,13
cardid71394041,1.75,vitrified,,,under construction,freehold,0.79,3.0,3.0,1.0,763.0,22936.0,10.0,21.0,3.0,,19.2101312179652,72.8305011930765,,dpspro dev llp,dps nakshatra heights,unfurnished,mumbai,kandivali west,new property,under construction,none of these,west,realestateagent,1.00 - 1.99,"garden/park, main road",,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,5.86006,0.0001,4,,,0,0.0001,2.0600733333333334,0.0001,0.0001,11
cardid70738525,5.9,vitrified,,,under construction,freehold,2.66,3.0,3.0,1.0,1111.0,53105.0,18.0,56.0,10.0,1.0,18.97630500793457,72.83844757080078,,,,unfurnished,mumbai,byculla,new property,under construction,none of these,east,realestateagent,5.00 - 5.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73159689,1.05,"ceramic tiles, vitrified",,,5 to 10 years,freehold,0.47,2.0,2.0,1.0,750.0,14000.0,3.0,13.0,2.0,3.0,19.019569396972656,73.08710479736328,,,,unfurnished,navi mumbai,sector 34 kamothe,resale,ready to move,store,north - east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72874857,5.89,"mosaic, vitrified, wooden, ceramic tiles, marble, normal tiles/kotah stone, granite, marbonite",,,less than 5 years,freehold,2.66,3.0,4.0,2.0,1092.0,53938.0,,,6.0,,19.213476181030273,73.19598388671875,,,,semi-furnished,mumbai,worli,resale,ready to move,,east,realestateagent,5.00 - 5.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70794055,4.25,"marble, wooden",361.0,8.0,new construction,co-operative society,1.92,3.0,3.0,2.0,1034.0,41103.0,11.0,62.0,5.0,,19.2272619069866,72.8634397272398,27.0,oberoi realty ltd.,oberoi sky city,unfurnished,mumbai,borivali east,new property,ready to move,servant,east,realestateagent,4.00 - 4.99,garden/park,4.866666666666666,1.4,1,3.0667000000000004,0.0001,2,4.0,2.0,1,7.0,5.7,0,1.633333333333333,0.7,2,,,0,1.633333333333333,4.113339999999999,0.0001,1.96002,6
cardid73123621,1.2,"ceramic tiles, marble, mosaic, vitrified",,28.0,5 to 10 years,freehold,0.54,3.0,3.0,1.0,952.0,12605.0,22.0,27.0,3.0,1.0,19.2516923732421,72.9728195264109,40.0,lodha group,lodha splendora,unfurnished,thane,ghodbunder road,resale,ready to move,none of these,north,realestateagent,1.00 - 1.99,garden/park,2.675,2.0,2,,,0,4.04,2.0,1,4.15,1.8,1,,,0,,,0,2.675,3.6216666666666666,1.8,1.9333333333333333,4
cardid72969843,3.75,"ceramic tiles, granite, marble, marbonite, mosaic, normal tiles/kotah stone, vitrified",,,10 to 15 years,freehold,1.69,3.0,3.0,2.0,1120.0,33482.0,10.0,22.0,3.0,2.0,19.205001831054688,72.86927032470703,,,,semi-furnished,mumbai,"thakur village, kandivali east",resale,ready to move,store,east,realestateagent,3.00 - 3.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70851173,2.85,vitrified,,,new construction,freehold,1.29,3.0,3.0,2.0,1049.0,27169.0,28.0,55.0,6.0,,19.171184539794922,72.9395751953125,,,,unfurnished,mumbai,mulund west,resale,ready to move,,north - west,realestateagent,2.00 - 2.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73168773,1.6,"marble, vitrified",1021.0,5.0,less than 5 years,freehold,0.72,1.0,2.0,1.0,380.0,42105.0,11.0,23.0,4.0,,19.1196773,72.9050809,1.0,hiranandani group,hiranandani regent hill,semi-furnished,mumbai,hiranandani gardens,resale,ready to move,store,west,realestateagent,1.00 - 1.99,garden/park,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid73166795,8.5,,,,10 to 15 years,co-operative society,3.83,5.0,5.0,2.0,2025.0,41975.0,2.0,6.0,1.0,,19.10046297,72.84924449,,,,furnished,mumbai,vile parle east,resale,ready to move,"puja, study",,realestateagent,8.00 - 8.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
