id,builder,project_name,project_in_acres,location,city,lattitude,longitude,property_type,status,construction,ownership,flat_on_floor,total_floor,furnish,area,bed,bath,balcony,lift,parking,overlooking,facing,flooring,extra_rooms,available_units,towers,costpersqft,emi,price_category,price,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,seller
cardid71081943,jp infra residency private limited,north barcelona,,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,freehold,16.0,29.0,unfurnished,700.0,2.0,2.0,1.0,5.0,1.0,"garden/park, main road, pool",east,vitrified,study,552.0,3.0,16857.0,0.53,1.00 - 1.99,1.18,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid71920217,kalpataru ltd.,kalpataru elitus,4.0,mulund west,mumbai,19.17002236,72.93810568,new property,under construction,under construction,,,,unfurnished,1212.0,3.0,3.0,,,1.0,,,,,587.0,3.0,25578.0,1.4,3.00 - 3.99,3.1,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid71383803,adityaraj group,adityaraj star,0.2162,ghatkopar east,mumbai,19.07907,72.907976,new property,under construction,under construction,,,,unfurnished,636.0,2.0,2.0,,2.0,2.0,,,vitrified,,43.0,1.0,26101.0,0.75,1.00 - 1.99,1.66,3.88,0.6,3.0,3.35,0.8,1.0,0.4666666666666666,0.2,3.0,7.925,3.1,0.0,0.55,0.5,2.0,,,,0.4666666666666666,3.2343333333333333,0.2,1.04,9.0,organization
cardid69088435,gami group,gami ved,,nerul,navi mumbai,19.034973,73.02228,new property,under construction,under construction,,,,unfurnished,629.0,2.0,2.0,,,1.0,,,vitrified,,170.0,1.0,24165.0,0.69,1.00 - 1.99,1.52,0.86,0.7,5.0,0.5,0.5,2.0,2.825,1.5,2.0,6.625,4.0,0.0,,,0.0,,,,0.5,2.7025,0.5,1.675,9.0,organization
cardid72912925,oberoi realty ltd.,oberoi sky city,27.0,borivali east,mumbai,19.2272619069866,72.8634397272398,resale,ready to move,new construction,freehold,18.0,60.0,unfurnished,1095.0,3.0,3.0,,5.0,2.0,"garden/park, main road",west,vitrified,none of these,361.0,8.0,42192.0,2.08,4.00 - 4.99,4.62,4.866666666666666,1.4,1.0,3.0667000000000004,0.0001,2.0,4.0,2.0,1.0,7.0,5.7,0.0,1.633333333333333,0.7,2.0,,,,1.633333333333333,4.113339999999999,0.0001,1.96002,6.0,realestateagent
cardid71357993,sunteck realty ltd.,signia pearl,1.0,bandra kurla complex,mumbai,19.0626802993452,72.8650539233055,new property,ready to move,,,,,unfurnished,3882.0,4.0,4.0,,,,,,,,62.0,1.0,56672.0,9.92,20.00 and above,22.0,0.7,0.6,4.0,3.5,1.3,1.0,3.6,3.6,0.0,2.18,0.9,3.0,,,,,,,0.7,2.495,0.6,1.6,8.0,organization
cardid72132967,romell group,romell empress phase 2,,borivali west,mumbai,19.24639,72.848351,resale,ready to move,5 to 10 years,freehold,,,unfurnished,643.0,2.0,2.0,,2.0,1.0,garden/park,south,vitrified,none of these,,,29549.0,0.86,1.00 - 1.99,1.9,1.575,1.1,3.0,,,,1.7000000000000002,1.1,3.0,3.3,3.3,0.0,1.7,1.7,1.0,1.3,1.3,1.0,1.3,1.9150000000000005,1.1,1.7,8.0,realestateagent
cardid72659131,lodha group,lodha park,14.0,upper worli,mumbai,19.0036486667054,72.8175254882335,new property,under construction,under construction,freehold,10.0,45.0,unfurnished,857.0,2.0,2.0,1.0,4.0,1.0,"main road, pool",east,"ceramic tiles, granite, vitrified",none of these,2371.0,6.0,52509.0,2.03,4.00 - 4.99,4.5,1.0,0.6,2.0,1.75,1.6,2.0,1.46,0.4,4.0,21.7,21.7,0.0,1.1,1.1,1.0,,,,1.0,5.402,0.4,5.08,9.0,realestateagent
cardid72425629,adani realty & rc group,linkbay residences,2.0,andheri west,mumbai,19.1373697481266,72.8257229439874,new property,under construction,under construction,freehold,21.0,26.0,unfurnished,1153.0,3.0,3.0,,3.0,,"garden/park, main road, pool",east,"ceramic tiles, granite, marble, vitrified, wooden",none of these,600.0,6.0,34605.0,1.8,3.00 - 3.99,3.99,1.7399999999999998,0.8,3.0,1.9,0.9,1.0,0.82,0.6,5.0,1.0,0.9,2.0,,,,1.075,0.9,4.0,0.82,1.307,0.6,0.8200000000000001,15.0,realestateagent
cardid62528699,,,,juhu,mumbai,19.098267753993,72.8335140160125,new property,under construction,under construction,freehold,8.0,13.0,semi-furnished,1216.0,3.0,3.0,,2.0,1.0,main road,east,"ceramic tiles, marble, vitrified",none of these,,,55921.0,3.07,6.00 - 6.99,6.8,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72087509,satra corp and zodiac ventures,zodiac anjaneshwar,0.12,vile parle east,mumbai,19.10046297,72.84924449,new property,under construction,under construction,,,,unfurnished,767.0,2.0,2.0,,,1.0,,,vitrified,,60.0,1.0,41956.0,1.45,3.00 - 3.99,3.21,7.55,0.4,1.0,0.35,0.1,2.0,1.6800000000000002,1.5,4.0,5.4,0.1,2.0,0.1666666666666666,0.1,3.0,,,,0.1666666666666666,3.029333333333333,0.1,0.44,12.0,organization
cardid70022659,lodha group,lodha regalia,2.0,mulund east,mumbai,19.1531029501285,72.9678051455382,new property,under construction,under construction,,,38.0,semi-furnished,977.0,3.0,3.0,,,1.0,,,"wooden, marble",,100.0,1.0,26817.0,1.18,2.00 - 2.99,2.62,7.966666666666668,1.6,1.0,,,,7.5,3.8,0.0,11.066666666666668,9.4,0.0,,,,,,,7.5,8.844444444444447,1.6,4.933333333333334,1.0,organization
cardid72964949,arihant superstructures ltd,arihant clan aalishan,5.0,kharghar,navi mumbai,19.0656721198219,73.05961185164,new property,under construction,under construction,,,,unfurnished,708.0,2.0,2.0,,2.0,1.0,,,,,382.0,1.0,14972.0,0.48,1.00 - 1.99,1.06,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,realestateagent
cardid66604687,,,,virar west,palghar,19.46932601928711,72.79764556884766,new property,ready to move,less than 5 years,freehold,,,unfurnished,559.0,2.0,2.0,2.0,2.0,2.0,"garden/park, main road",north - west,vitrified,,,,8050.0,0.2,0.00 - 0.99,0.45,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72709677,,,,mulund,mumbai,19.1650004119132,72.9640308142804,resale,ready to move,10 to 15 years,co-operative society,3.0,7.0,unfurnished,700.0,2.0,2.0,,1.0,1.0,main road,north,marbonite,none of these,,,24286.0,0.77,1.00 - 1.99,1.7,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72259363,mahant constructions llp,mahant sahyadree,,goregaon east,mumbai,19.1562110822264,72.8758090633208,new property,under construction,under construction,,5.0,10.0,unfurnished,510.0,1.0,2.0,,4.0,1.0,,,"vitrified, marble, granite",,58.0,1.0,28000.0,0.64,1.00 - 1.99,1.42,5.050000000000001,4.7,0.0,,,,4.25,0.8,1.0,4.0600000000000005,2.4,0.0,0.8,0.8,1.0,,,,0.8,3.5400000000000005,0.8,2.1750000000000003,2.0,organization
cardid69777147,,,,matunga east,mumbai,19.032611846923828,72.85562896728516,resale,ready to move,less than 5 years,co-operative society,,,unfurnished,819.0,2.0,2.0,,2.0,1.0,"garden/park, main road",north - east,"vitrified, ceramic tiles, marble, normal tiles/kotah stone, granite, marbonite",,,,45177.0,1.67,3.00 - 3.99,3.7,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72167977,ashapura realtors,samarth aura,0.9998,bhandup west,mumbai,19.15608564,72.94130268,new property,under construction,under construction,,,20.0,semi-furnished,638.0,2.0,2.0,,2.0,,,,,,168.0,1.0,22100.0,0.64,1.00 - 1.99,1.41,5.1000000000000005,0.4,1.0,6.0,1.7,1.0,4.4,0.9,1.0,8.15,6.0,0.0,0.7,0.7,1.0,,,,0.7,4.87,0.4,1.94,4.0,organization
cardid70124347,jp infra residency private limited,jp north alexa,2.0,mira road area,thane,19.28230158,72.88547218,new property,under construction,under construction,,,35.0,unfurnished,415.0,1.0,1.0,,,,,,"vitrified, marble, granite",,666.0,1.0,18795.0,0.35,0.00 - 0.99,0.78,10.2,10.2,0.0,1.4,1.4,1.0,6.5,1.7,1.0,13.166666666666666,10.7,0.0,0.9,0.9,1.0,,,,0.9,6.433333333333333,0.9,4.98,3.0,organization
cardid71157103,progressive group,progressive prive,0.7413,ulwe,navi mumbai,18.98125891,73.03124307,new property,ready to move,,,,10.0,unfurnished,655.0,2.0,2.0,,3.0,,,,"vitrified, wooden, ceramic tiles",,35.0,1.0,18504.0,0.55,1.00 - 1.99,1.21,5.35,3.3,0.0,4.4,4.4,0.0,7.366666666666667,4.4,0.0,11.2,4.8,0.0,,,0.0,,,,4.4,7.079166666666668,3.3,4.2250000000000005,0.0,organization
cardid72965991,lodha group,lodha evoq,1.0,wadala,mumbai,19.012216203088,72.8604594318626,new property,ready to move,less than 5 years,,,,unfurnished,1655.0,3.0,4.0,4.0,,,,,,,258.0,2.0,39514.0,2.95,6.00 - 6.99,6.53,4.3,4.3,0.0,3.85,2.6,0.0,4.2,4.2,0.0,3.525,2.9,0.0,,,,,,,3.525,3.96875,2.6,3.5000000000000004,0.0,realestateagent
cardid72936021,godrej properties,godrej reserve,18.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,,unfurnished,1120.0,3.0,3.0,1.0,,,,,,,500.0,6.0,32051.0,1.62,3.00 - 3.99,3.58,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72803747,dosti realty,dosti eastern bay,4.0,wadala east,mumbai,19.0135321429189,72.8602998056272,new property,under construction,under construction,,,,unfurnished,1577.0,4.0,4.0,1.0,,,,,,,1200.0,5.0,35200.0,2.5,5.00 - 5.99,5.55,1.0333333333333334,0.8,3.0,0.8666666666666667,0.3,3.0,3.9333333333333336,2.1,0.0,3.4,2.7,0.0,,,,,,,0.8666666666666667,2.3083333333333336,0.3,1.475,6.0,realestateagent
cardid73062125,kalpataru ltd.,kalpataru elitus,4.0,mulund west,mumbai,19.17002236,72.93810568,new property,under construction,under construction,,,,unfurnished,1024.0,3.0,3.0,1.0,,,,,,,587.0,3.0,26900.0,1.24,2.00 - 2.99,2.75,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid72605523,oberoi realty ltd.,oberoi sky city,27.0,borivali east,mumbai,19.2272619069866,72.8634397272398,new property,under construction,under construction,,,,unfurnished,1073.0,3.0,3.0,1.0,,,,,,,361.0,8.0,45666.0,2.21,4.00 - 4.99,4.9,4.866666666666666,1.4,1.0,3.0667000000000004,0.0001,2.0,4.0,2.0,1.0,7.0,5.7,0.0,1.633333333333333,0.7,2.0,,,,1.633333333333333,4.113339999999999,0.0001,1.96002,6.0,realestateagent
cardid72878215,shreeji sharan group of companies,building no 18 the gateway,,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,913.0,3.0,3.0,,,,,,,,,,24096.0,0.99,2.00 - 2.99,2.2,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72993779,sagarom db infra llp,soham heights,,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,440.0,1.0,2.0,,,,,,,,,,20000.0,0.4,0.00 - 0.99,0.88,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72608639,adani realty,codename triumph tower 1,,bhandup west,mumbai,19.149901,72.931134,new property,under construction,under construction,,,,unfurnished,688.0,2.0,2.0,1.0,,,,,,,,,26744.0,0.83,1.00 - 1.99,1.84,5.1000000000000005,0.4,1.0,6.0,1.7,1.0,4.4,0.9,1.0,8.15,6.0,0.0,0.7,0.7,1.0,,,,0.7,4.87,0.4,1.94,4.0,realestateagent
cardid72931981,godrej properties,godrej horizon,7.0,wadala,mumbai,19.01321323,72.8554129,new property,under construction,under construction,,,,unfurnished,1001.0,3.0,3.0,1.0,,,,,,,370.0,3.0,46653.0,2.11,4.00 - 4.99,4.67,4.3,4.3,0.0,3.85,2.6,0.0,4.2,4.2,0.0,3.525,2.9,0.0,,,,,,,3.525,3.96875,2.6,3.5000000000000004,0.0,realestateagent
cardid72747821,space realty,space residence ii,19.9394,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,,,,unfurnished,902.0,3.0,3.0,5.0,,,,,,,123.0,1.0,17960.0,0.73,1.00 - 1.99,1.62,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid72838075,sheth creators and sun vision,sheth irene,2.0,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,637.0,2.0,2.0,,,,,,,,456.0,2.0,27000.0,0.78,1.00 - 1.99,1.71,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72936379,orient combine,orient regency,,chembur,mumbai,19.0459181155422,72.8975231581492,new property,under construction,under construction,,,,unfurnished,453.0,1.0,2.0,,,,,,,,,,24499.0,0.5,1.00 - 1.99,1.1,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid72936745,l&t realty,l and t realty seawoods west square,40.0,seawoods,navi mumbai,19.0134923674099,73.0176711021806,new property,under construction,under construction,,,,unfurnished,740.0,2.0,2.0,3.0,,,,,,,400.0,2.0,29730.0,0.99,2.00 - 2.99,2.2,1.1,0.8,5.0,1.0,1.0,4.0,2.38,0.7,3.0,,,,,,,,,,1.0,1.4933333333333334,0.7,0.8333333333333334,12.0,realestateagent
cardid73037795,rustomjee,rustomjee crown,6.0,prabhadevi,mumbai,19.0158585103406,72.8295254470428,new property,under construction,under construction,,,,unfurnished,3000.0,5.0,4.0,,,,,,,,720.0,3.0,48348.0,6.54,10.00 - 14.99,14.5,11.833333333333334,0.5,1.0,16.2,16.2,0.0,6.3,0.2,3.0,10.133366666666666,0.0001,1.0,,,,,,,6.3,11.116675,0.0001,4.225025,5.0,realestateagent
cardid72889237,raheja universal,raheja solaris,68.0,juinagar,navi mumbai,19.0494545088161,73.0153394878658,new property,under construction,under construction,,,,unfurnished,750.0,2.0,3.0,2.0,,,,,,,100.0,6.0,23333.0,0.79,1.00 - 1.99,1.75,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72729091,kalpataru ltd.,kalpataru elitus,4.0,mulund west,mumbai,19.17002236,72.93810568,new property,under construction,under construction,,,,unfurnished,1212.0,3.0,3.0,1.0,,,,,,,587.0,3.0,23927.0,1.31,2.00 - 2.99,2.9,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid72692801,ashwin sheth group,sheth edmont,2.0,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,1007.0,3.0,3.0,1.0,,,,,,,260.0,1.0,30000.0,1.36,3.00 - 3.99,3.02,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72864541,vikas lifespace llp,vikas 11,,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,,unfurnished,978.0,3.0,3.0,2.0,,,,,,,156.0,1.0,29959.0,1.32,2.00 - 2.99,2.93,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid73065865,fortune acre group,fortune florence,1.0,borivali east,mumbai,19.2272619069866,72.8634397272398,new property,under construction,under construction,,,,unfurnished,1208.0,3.0,3.0,1.0,,,,,,,366.0,2.0,24978.0,1.36,3.00 - 3.99,3.01,4.866666666666666,1.4,1.0,3.0667000000000004,0.0001,2.0,4.0,2.0,1.0,7.0,5.7,0.0,1.633333333333333,0.7,2.0,,,,1.633333333333333,4.113339999999999,0.0001,1.96002,6.0,realestateagent
cardid72828043,godrej properties,godrej bliss,5.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,,unfurnished,700.0,2.0,2.0,1.0,,,,,,,500.0,2.0,26380.0,0.83,1.00 - 1.99,1.84,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72885855,prestige group,prestige jasdan classic,2.0,byculla,mumbai,18.9763051806034,72.8384452613639,new property,under construction,under construction,,,,unfurnished,950.0,2.0,2.0,1.0,,,,,,,233.0,2.0,45000.0,1.93,4.00 - 4.99,4.27,1.1800000000000002,0.5,4.0,0.6,0.6,1.0,2.7,2.5,0.0,4.2,1.4,1.0,,,,,,,0.6,2.17,0.5,1.25,6.0,realestateagent
cardid72827045,raymond realty,tenx habitat raymond realty,1.3006,pokhran road,thane,19.20777713,72.96747907,new property,under construction,under construction,,,,unfurnished,515.0,2.0,2.0,,,,,,,,1512.0,10.0,26386.0,0.61,1.00 - 1.99,1.35,1.8333333333333333,1.2,2.0,5.05,3.0,0.0,2.25,2.1,0.0,,,,,,,,,,1.8333333333333333,3.0444444444444443,1.2,2.1,2.0,realestateagent
cardid72983337,kamla homes and lifestyles private limited,kamla borivali lucky,,borivali west,mumbai,19.2335321,72.839198,new property,under construction,under construction,,,,unfurnished,447.0,1.0,2.0,,,,,,,,,,27964.0,0.56,1.00 - 1.99,1.25,1.575,1.1,3.0,,,,1.7000000000000002,1.1,3.0,3.3,3.3,0.0,1.7,1.7,1.0,1.3,1.3,1.0,1.3,1.9150000000000005,1.1,1.7,8.0,realestateagent
cardid73031481,sanghvi realty,sanghvi infenia,0.5141,santacruz east,mumbai,19.0799983,72.8545019,new property,under construction,under construction,,,,unfurnished,539.0,2.0,2.0,,,,,,,,23.0,2.0,30950.0,0.75,1.00 - 1.99,1.66,5.5,5.2,0.0,5.333333333333333,4.5,0.0,2.825,1.0,3.0,4.566666666666667,2.1,0.0,,,,,,,2.825,4.55625,1.0,3.2,3.0,realestateagent
cardid72945615,ashar group,ashar axis,1.322,majiwada,thane,19.215865938964,72.9914374146644,new property,under construction,under construction,,,,unfurnished,656.0,2.0,2.0,1.0,,,,,,,300.0,1.0,24848.0,0.74,1.00 - 1.99,1.63,1.92,0.2,3.0,0.0001,0.0001,1.0,1.8,1.8,1.0,,,,,,,,,,0.0001,1.240033333333333,0.0001,0.6667000000000001,5.0,realestateagent
cardid72884161,kabra group,kabra garnet,0.6469,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,427.0,1.0,2.0,,,,,,,,68.0,1.0,31583.0,0.61,1.00 - 1.99,1.34,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72749851,vikas lifespace llp,vikas 11,,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,,unfurnished,1733.0,4.0,4.0,3.0,,,,,,,156.0,1.0,30006.0,2.35,5.00 - 5.99,5.2,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid73063779,sethia infrastructure,sethia pride,3.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,,unfurnished,360.0,1.0,1.0,,,,,,,,298.0,1.0,27000.0,0.44,0.00 - 0.99,0.972,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid73032947,narang realty,narang vivenda,,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,1401.0,3.0,3.0,3.0,,,,,,,,,29051.0,1.84,4.00 - 4.99,4.07,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72850253,rustomjee,rustomjee seasons,0.2617,bandra east,mumbai,19.062055421515,72.8541362644682,new property,under construction,under construction,,,,unfurnished,1141.0,3.0,3.0,,,,,,,,173.0,2.0,57673.0,2.97,6.00 - 6.99,6.58,0.98,0.1,5.0,1.65,1.6,2.0,2.8400000000000003,1.2,2.0,2.8400000000000003,0.1,3.0,0.7,0.7,1.0,,,,0.7,1.802,0.1,0.74,13.0,realestateagent
cardid72835265,runwal group,runwal codename enchanted,25.0,kolshet,thane,19.2392002271759,72.997235034948,new property,under construction,under construction,,,,unfurnished,430.0,1.0,1.0,1.0,,,,,,,673.0,,19535.0,0.38,0.00 - 0.99,0.84,1.675,1.2,3.0,,,,2.5,1.5,2.0,,,,,,,,,,1.675,2.0875,1.2,1.35,5.0,realestateagent
cardid72607397,shellproof realty pvt ltd,gladiolus tower,1.5941,vasai east,palghar,19.39954,72.8604165,new property,under construction,under construction,,,,unfurnished,318.0,1.0,2.0,3.0,,,,,,,190.0,2.0,11006.0,0.16,0.00 - 0.99,0.35,10.2,10.2,0.0,11.5,9.8,0.0,13.45,11.6,0.0,23.35,17.8,0.0,,,,,,,10.2,14.625,9.8,12.35,0.0,realestateagent
cardid72939293,raymond realty,tenx era raymond realty,7.7425,thane west,thane,19.2259129176163,72.9772479703875,new property,under construction,under construction,,,,unfurnished,711.0,2.0,2.0,1.0,,,,,,,555.0,2.0,25865.0,0.83,1.00 - 1.99,1.83,3.8,0.8,1.0,2.35,1.9,3.0,3.46,0.1,3.0,1.9,1.9,4.0,1.9,1.9,2.0,,,,1.9,2.682,0.1,1.3199999999999998,13.0,realestateagent
cardid72933123,lodha group,lodha crown kolshet,4.0,kolshet,thane,19.2392002271759,72.997235034948,new property,under construction,under construction,,,,unfurnished,366.0,1.0,2.0,,,,,,,,1200.0,4.0,18306.0,0.3,0.00 - 0.99,0.67,1.675,1.2,3.0,,,,2.5,1.5,2.0,,,,,,,,,,1.675,2.0875,1.2,1.35,5.0,realestateagent
cardid73045083,godrej properties,godrej nest,18.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,,unfurnished,856.0,3.0,3.0,3.0,,,,,,,553.0,4.0,33411.0,1.29,2.00 - 2.99,2.86,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72715613,godrej properties,godrej urban park,2.0,chandivali,mumbai,19.1104892624542,72.899191014387,new property,under construction,under construction,,,,unfurnished,451.0,1.0,1.0,1.0,,,,,,,491.0,9.0,30304.0,0.62,1.00 - 1.99,1.36,3.6,3.2,0.0,,,,1.4,0.2,2.0,3.8,3.8,0.0,,,,,,,1.4,2.9333333333333336,0.2,2.4,2.0,realestateagent
cardid73033527,umiya builders and developers,umiya oasis,4.0,mira road area,thane,19.2822745899585,72.8761409597072,new property,under construction,under construction,,,,unfurnished,490.0,1.0,2.0,3.0,,,,,,,534.0,3.0,12041.0,0.27,0.00 - 0.99,0.59,10.2,10.2,0.0,1.4,1.4,1.0,6.5,1.7,1.0,13.166666666666666,10.7,0.0,0.9,0.9,1.0,,,,0.9,6.433333333333333,0.9,4.98,3.0,realestateagent
cardid72926729,kinjal group,kinjal complex ii,2.0,boisar west,palghar,19.79864,72.74676,new property,under construction,under construction,,,,unfurnished,455.0,1.0,2.0,3.0,,,,,,,118.0,1.0,3901.0,0.08,0.00 - 0.99,0.178,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72820269,birla estates,birla niyaara,14.0,worli,mumbai,19.0036486667054,72.8175254882335,new property,under construction,under construction,,,,unfurnished,1200.0,3.0,3.0,1.0,,,,,,,379.0,3.0,60292.0,3.26,7.00 - 7.99,7.23,1.0,0.6,2.0,1.75,1.6,2.0,1.46,0.4,4.0,21.7,21.7,0.0,1.1,1.1,1.0,,,,1.0,5.402,0.4,5.08,9.0,realestateagent
cardid72945159,proviso group,maple woods,,airoli,navi mumbai,19.1609103453837,72.9933968951486,new property,under construction,under construction,,,,unfurnished,834.0,3.0,3.0,,,,,,,,16.0,1.0,19544.0,0.74,1.00 - 1.99,1.63,1.675,0.2,2.0,0.75,0.7,2.0,1.35,1.2,2.0,1.05,0.8,4.0,,,,0.6,0.6,1.0,0.6,1.085,0.2,0.7,11.0,realestateagent
cardid73047917,sugee group,sugee marina bay,6.0,worli,mumbai,19.0036486667054,72.8175254882335,new property,under construction,under construction,,,,unfurnished,2894.0,4.0,5.0,5.0,,,,,,,220.0,3.0,63291.0,8.26,15.00 - 20.00,18.31,1.0,0.6,2.0,1.75,1.6,2.0,1.46,0.4,4.0,21.7,21.7,0.0,1.1,1.1,1.0,,,,1.0,5.402,0.4,5.08,9.0,realestateagent
cardid72858831,trec,aangan,1.0,matunga west,mumbai,19.0287285,72.8441629,new property,under construction,under construction,,,,unfurnished,858.0,2.0,2.0,,,,,,,,37.0,2.0,55944.0,2.16,4.00 - 4.99,4.8,0.925,0.3,4.0,0.3,0.3,1.0,2.65,1.0,1.0,3.7,3.7,0.0,0.3,0.3,1.0,,,,0.3,1.575,0.3,1.12,7.0,realestateagent
cardid73016653,mahaavir superstructures private limited,mahaavir exotique,6.0,kharghar,navi mumbai,19.0619819768776,73.0649071366763,new property,under construction,under construction,,,,unfurnished,424.0,1.0,1.0,,,,,,,,324.0,2.0,11085.0,0.21,0.00 - 0.99,0.47,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,realestateagent
cardid72957993,raunak group,raunak bliss,20.0,ghodbunder road,thane,19.2516923732421,72.9728195264109,new property,under construction,under construction,,,,unfurnished,990.0,3.0,2.0,2.0,,,,,,,1824.0,19.0,14040.0,0.63,1.00 - 1.99,1.39,2.675,2.0,2.0,,,,4.04,2.0,1.0,4.15,1.8,1.0,,,,,,,2.675,3.6216666666666666,1.8,1.9333333333333331,4.0,realestateagent
